index,family,point,pbe_indirect_gap,pbe_direct_gap_gamma,pbe_vbm,pbe_cbm,pbe_vbm_kpoint,pbe_cbm_kpoint,pbe_valence_splitting_low,pbe_valence_splitting_high,pbe_valence_splitting_total,pbe_partially_occupied,pbe_complete_to,pbe_occupied_bandwidth,pbe_delta_z,pbe_delta_x,pbe_delta_y,hse_indirect_gap,hse_direct_gap_gamma,hse_vbm,hse_cbm,hse_vbm_kpoint,hse_cbm_kpoint,hse_valence_splitting_low,hse_valence_splitting_high,hse_valence_splitting_total,hse_partially_occupied,hse_complete_to,hse_occupied_bandwidth,hse_delta_z,hse_delta_x,hse_delta_y,strain_norm,max_abs_voigt,volume,wide_bands,e1,e2,e3,e4,e5,e6
16,1-scale-all-axes-uniformly,cell-volume-10.85-cubic-angstroms,4.3549880000000005,5.7124929999999985,10.38513,14.740118,0,21,0.0,0.0,0.0,0,12.831313999999999,22.085022000000002,4.3549880000000005,4.3549880000000005,4.3549880000000005,5.624640000000001,7.245667000000001,9.69502,15.31966,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.64938,24.344476999999998,5.624640000000001,5.624640000000001,5.624640000000001,0.025435377582159246,0.014685122107976456,10.850000000000009,False,-0.014685122107976456,-0.014685122087010838,-0.014685122087010949,-9.229002157325814e-13,-9.524020032108594e-12,9.524020032108594e-12
17,1-scale-all-axes-uniformly,cell-volume-10.90-cubic-angstroms,4.345314999999999,5.699805,10.316466,14.661781,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.786254999999999,22.021335999999998,4.345314999999999,4.345314999999999,4.345314999999999,5.613645,7.231525999999999,9.627163,15.240808,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.604424999999999,24.277394,5.613645,5.613645,5.613645,0.022854899147436974,0.013195282189094493,10.900000000000004,True,-0.013195282189094493,-0.013195282168064426,-0.013195282168064537,-9.255600966344545e-13,-9.553103220996545e-12,9.553103220996545e-12
18,1-scale-all-axes-uniformly,cell-volume-10.95-cubic-angstroms,4.335675,5.687163999999999,10.248398,14.584073,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.741280000000001,21.958175,4.335675,4.335675,4.335675,5.602691,7.217448000000001,9.559891,15.162582,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,14.559555,24.21084,5.602691,5.602691,5.602691,0.02027836339947119,0.01170771858147257,10.950000000000003,False,-0.01170771858147257,-0.011707718560378277,-0.011707718560378388,-9.285202914790012e-13,-9.582320190373478e-12,9.582320190373478e-12
19,1-scale-all-axes-uniformly,cell-volume-11.00-cubic-angstroms,4.326108,5.674593999999999,10.180832,14.50694,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.696374999999998,21.895479,4.326108,4.326108,4.326108,5.5918220000000005,7.203443999999999,9.493127,15.084949,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.514789000000002,24.144798,5.5918220000000005,5.5918220000000005,5.5918220000000005,0.017705746352173236,0.010222417436736131,11.000000000000002,False,-0.010222417436736131,-0.010222417415577612,-0.010222417415577612,-9.3116688205604e-13,-9.611445600087827e-12,9.611445600087827e-12
20,1-scale-all-axes-uniformly,cell-volume-11.05-cubic-angstroms,4.316578999999999,5.662082,10.113822,14.430401,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.651525999999999,21.833281,4.316578999999999,4.316578999999999,4.316578999999999,5.58099,7.189499999999999,9.426921,15.007911,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.470084,24.079273,5.58099,5.58099,5.58099,0.015137024273661244,0.008739365053276549,11.050000000000002,False,-0.008739365053276549,-0.008739365032054025,-0.00873936503205408,-9.340859448105934e-13,-9.640732459677228e-12,9.640732459677228e-12
21,1-scale-all-axes-uniformly,cell-volume-11.10-cubic-angstroms,4.307112999999999,5.6496390000000005,10.047316,14.354429,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.606698,21.771544,4.307112999999999,4.307112999999999,4.307112999999999,5.570231,7.175624999999998,9.361219,14.93145,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,14.425429,24.014235,5.570231,5.570231,5.570231,0.012572173682429723,0.007258547874040511,11.100000000000005,True,-0.007258547874040511,-0.007258547852754038,-0.007258547852754038,-9.368434943536194e-13,-9.669469227996482e-12,9.669469227996482e-12
22,1-scale-all-axes-uniformly,cell-volume-11.15-cubic-angstroms,4.297691,5.637246000000001,9.981354,14.279045,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.561956000000002,21.710293,4.297691,4.297691,4.297691,5.559521,7.161804,9.296053,14.855574,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,14.380866000000001,23.949695,5.559521,5.559521,5.559521,0.010011171343593915,0.005779952484361028,11.150000000000002,False,-0.005779952484361028,-0.005779952463010607,-0.005779952463010607,-9.395375594865663e-13,-9.698531089964276e-12,9.698531089964276e-12
23,1-scale-all-axes-uniformly,cell-volume-11.20-cubic-angstroms,4.2883320000000005,5.6249199999999995,9.915879,14.204211,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.517315,21.649493,4.2883320000000005,4.2883320000000005,4.2883320000000005,5.548877000000001,7.148053000000001,9.231385,14.780262,0,21,0.0,2.000000000279556e-06,2.000000000279556e-06,0,14.336405,23.885644,5.548877000000001,5.548877000000001,5.548877000000001,0.007453994265204276,0.004303565609829696,11.199999999999998,False,-0.004303565609829696,-0.004303565588415603,-0.004303565588415548,-9.42502611462589e-13,-9.727697405321454e-12,9.727641894170222e-12
24,1-scale-all-axes-uniformly,cell-volume-11.25-cubic-angstroms,4.279007999999999,5.612648999999999,9.850934,14.129942,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.472737999999998,21.589166,4.279007999999999,4.279007999999999,4.279007999999999,5.538285,7.134359999999999,9.167242,14.705527,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.292028,23.822089,5.538285,5.538285,5.538285,0.004900619694634964,0.0028293741142120243,11.250000000000002,False,-0.0028293741142120243,-0.002829374092734205,-0.002829374092734205,-9.451720305053513e-13,-9.756401554291676e-12,9.756346043140444e-12
25,1-scale-all-axes-uniformly,cell-volume-11.30-cubic-angstroms,4.269732999999999,5.600441999999999,9.786483,14.056216,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.428187000000001,21.529290000000003,4.269732999999999,4.269732999999999,4.269732999999999,5.527754,7.120735999999999,9.103599,14.631353,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,14.247705999999999,23.759007,5.527754,5.527754,5.527754,0.0023510251150410948,0.0013573649974015223,11.3,True,-0.0013573649974015223,-0.001357364975860087,-0.0013573649758600315,-9.481504671715405e-13,-9.785581254339017e-12,9.785636765490249e-12
26,1-scale-all-axes-uniformly,cell-volume-11.35-cubic-angstroms,4.260420999999999,5.588287999999999,9.722516,13.982937,0,21,1.0000000010279564e-06,0.0,1.0000000010279564e-06,0,12.383773,21.469856,4.260420999999999,4.260420999999999,4.260420999999999,5.517244999999999,7.107178000000001,9.040423,14.557668,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,14.203520000000001,23.696403,5.517244999999999,5.517244999999999,5.517244999999999,0.00019481175811665634,0.00011247462819163889,11.35,False,0.00011247460658669883,0.00011247462819163889,0.00011247462819152787,-9.509162589864932e-13,-9.814270753778968e-12,9.814215242627736e-12
27,1-scale-all-axes-uniformly,cell-volume-11.40-cubic-angstroms,4.251232,5.57619,9.659068,13.9103,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.339424,21.410885999999998,4.251232,4.251232,4.251232,5.506805999999999,7.093667000000002,8.977779,14.484585,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.159384000000001,23.634273999999998,5.506805999999999,5.506805999999999,5.506805999999999,0.0027369129804809197,0.001580157453252129,11.4,False,0.0015801574315835731,0.001580157453252018,0.001580157453252129,-9.535077741441982e-13,-9.843174554620289e-12,9.843174554620289e-12
28,1-scale-all-axes-uniformly,cell-volume-11.45-cubic-angstroms,4.242138000000001,5.5641370000000006,9.59609,13.838228,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.295199,21.352337,4.242138000000001,4.242138000000001,4.242138000000001,5.496444,7.080225,8.915597,14.412041,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,14.115356,23.572599,5.496444,5.496444,5.496444,0.005275300382141257,0.003045696102929263,11.45,False,0.0030456960811976463,0.003045696102929263,0.003045696102929263,-9.565329855424396e-13,-9.871845917887372e-12,9.871845917887372e-12
29,1-scale-all-axes-uniformly,cell-volume-11.50-cubic-angstroms,4.233051,5.552154,9.533593,13.766644,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.251026,21.294234,4.233051,4.233051,4.233051,5.486120999999999,7.066840999999998,8.853903,14.340024,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,14.071401,23.511387,5.486120999999999,5.486120999999999,5.486120999999999,0.007809995570916008,0.004509103052503072,11.499999999999998,False,0.0045091030307082836,0.004509103052503072,0.004509103052503072,-9.59285705305229e-13,-9.900411322972697e-12,9.900411322972697e-12
30,1-scale-all-axes-uniformly,cell-volume-11.55-cubic-angstroms,4.223959000000001,5.540243,9.471579,13.695538,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.206898,21.236578,4.223959000000001,4.223959000000001,4.223959000000001,5.475828,7.053509999999999,8.792712,14.26854,0,21,0.0,0.0,0.0,0,14.027519,23.450633,5.475828,5.475828,5.475828,0.010341019935569667,0.00597039065078242,11.550000000000002,False,0.00597039062892446,0.00597039065078242,0.00597039065078242,-9.620053735733952e-13,-9.929332254622016e-12,9.929332254622016e-12
31,1-scale-all-axes-uniformly,cell-volume-11.60-cubic-angstroms,4.214962,5.528372999999998,9.410018,13.62498,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.162809,21.179328,4.214962,4.214962,4.214962,5.465619,7.040248999999999,8.731951,14.19757,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,13.9837,23.390340000000002,5.465619,5.465619,5.465619,0.012868394648973077,0.00742957112192999,11.599999999999996,False,0.007429571100008858,0.00742957112192999,0.00742957112192999,-9.64622133311234e-13,-9.95781721083362e-12,9.957872721984852e-12
32,1-scale-all-axes-uniformly,cell-volume-11.65-cubic-angstroms,4.206016,5.516560999999999,9.34891,13.554926,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.118908000000001,21.122493,4.206016,4.206016,4.206016,5.455459999999999,7.027049,8.671644,14.127104,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,13.940023,23.330481,5.455459999999999,5.455459999999999,5.455459999999999,0.015392140671202292,0.008886656567251294,11.650000000000002,False,0.008886656545267213,0.008886656567251183,0.008886656567251294,-9.675282675603382e-13,-9.986258474649103e-12,9.986258474649103e-12
33,1-scale-all-axes-uniformly,cell-volume-11.70-cubic-angstroms,4.197108999999999,5.504807,9.288254,13.485363,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,12.075099,21.066072,4.197108999999999,4.197108999999999,4.197108999999999,5.445339000000001,7.013899,8.611808,14.057147,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,13.896427,23.271053000000002,5.445339000000001,5.445339000000001,5.445339000000001,0.01791227875258082,0.01034165896695105,11.7,True,0.010341658944904353,0.01034165896695105,0.01034165896695105,-9.704051058727815e-13,-1.0015003509435312e-11,1.0015003509435312e-11
34,1-scale-all-axes-uniformly,cell-volume-11.75-cubic-angstroms,4.188243,5.493097000000001,9.228069,13.416312,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,12.031311,21.010074,4.188243,4.188243,4.188243,5.435281,7.000814,8.552411,13.987692,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,13.852878,23.212065,5.435281,5.435281,5.435281,0.020428829436666192,0.011794590181858022,11.750000000000002,False,0.011794590159748486,0.011794590181858022,0.011794590181858022,-9.731368186881965e-13,-1.0043658929875725e-11,1.0043658929875725e-11
35,1-scale-all-axes-uniformly,cell-volume-11.80-cubic-angstroms,4.179372000000001,5.481449,9.16831,13.347682,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,11.987709,20.95447,4.179372000000001,4.179372000000001,4.179372000000001,5.425231999999999,6.987779,8.493465,13.918697,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,13.809470999999998,23.153499,5.425231999999999,5.425231999999999,5.425231999999999,0.022941813063180282,0.013245461955116,11.800000000000011,False,0.013245461932943625,0.013245461955116,0.013245461955116,-9.757656527585513e-13,-1.0072100449268615e-11,1.0072155960419847e-11
36,1-scale-all-axes-uniformly,cell-volume-11.85-cubic-angstroms,4.170571000000001,5.469849,9.109029,13.2796,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,11.944205,20.899293,4.170571000000001,4.170571000000001,4.170571000000001,5.415240000000001,6.974797000000001,8.434991,13.850231,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,13.766157,23.095371,5.415240000000001,5.415240000000001,5.415240000000001,0.025451249770884726,0.014694285913844363,11.85000000000001,False,0.014694285891609482,0.014694285913844363,0.014694285913844252,-9.786460348798905e-13,-1.0100460449805102e-11,1.0100460449805102e-11
37,1-scale-all-axes-uniformly,cell-volume-11.90-cubic-angstroms,4.161821999999999,5.458233,9.050162,13.211984,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,11.900818000000001,20.84465,4.161821999999999,4.161821999999999,4.161821999999999,5.40531,6.9618400000000005,8.37694,13.78225,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,13.722966000000001,23.037795,5.40531,5.40531,5.40531,0.02795715950040903,0.01614107357077088,11.900000000000006,True,0.016141073548473606,0.01614107357077088,0.01614107357077088,-9.814115222835526e-13,-1.0128705555623911e-11,1.0128761066775142e-11
38,1-scale-all-axes-uniformly,cell-volume-11.95-cubic-angstroms,4.1531,5.446729999999999,8.991749,13.144849,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,11.857414,20.790264999999998,4.1531,4.1531,4.1531,5.395424,6.948972999999999,8.319321,13.714745,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,13.679796999999999,22.980514,5.395424,5.395424,5.395424,0.030459561997019734,0.01758583632583066,11.949999999999996,False,0.017585836303470992,0.01758583632583066,0.01758583632583066,-9.84251601336113e-13,-1.0157191786545312e-11,1.0157191786545312e-11
39,1-scale-all-axes-uniformly,cell-volume-12.00-cubic-angstroms,4.144421000000001,5.435283,8.933746,13.078167,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,11.814094,20.736258999999997,4.144421000000001,4.144421000000001,4.144421000000001,5.385572,6.936159999999999,8.26213,13.647702,0,21,0.0,1.0000000010279564e-06,1.0000000010279564e-06,0,13.63669,22.923632,5.385572,5.385572,5.385572,0.032958476813347216,0.01902858546774011,12.000000000000005,False,0.019028585445317936,0.01902858546774011,0.01902858546774011,-9.867081796501201e-13,-1.0185405539030624e-11,1.0185350027879392e-11
40,1-scale-all-axes-uniformly,cell-volume-12.05-cubic-angstroms,4.1357859999999995,5.4238859999999995,8.876168,13.011954,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,11.771039000000002,20.682639,4.1357859999999995,4.1357859999999995,4.1357859999999995,5.375774,6.923396,8.205364,13.581138,0,21,0.0,2.000000000279556e-06,2.000000000279556e-06,0,13.593791,22.867162,5.375774,5.375774,5.375774,0.035453923312054915,0.020469332175538035,12.049999999999999,False,0.020469332153053688,0.020469332175538035,0.020469332175538035,-9.895545410749166e-13,-1.0213787030021798e-11,1.0213731518870567e-11
41,1-scale-all-axes-uniformly,cell-volume-12.10-cubic-angstroms,4.127198999999999,5.412542,8.819001,12.9462,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,11.728112,20.629391,4.127198999999999,4.127198999999999,4.127198999999999,5.3660250000000005,6.910690000000001,8.149006,13.515031,0,21,0.0,2.000000000279556e-06,2.000000000279556e-06,0,13.551005,22.81109,5.3660250000000005,5.3660250000000005,5.3660250000000005,0.03794592066846825,0.02190808752010387,12.1,True,0.02190808749755735,0.02190808752010387,0.02190808752010376,-9.923518603770813e-13,-1.0242008456587879e-11,1.0242008456587879e-11
42,1-scale-all-axes-uniformly,cell-volume-12.15-cubic-angstroms,4.118621000000001,5.401244,8.762277,12.880898,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,11.68529,20.576548,4.118621000000001,4.118621000000001,4.118621000000001,5.356294,6.898031,8.093086,13.44938,0,21,0.0,9.999999992515995e-07,9.999999992515995e-07,0,13.508300000000002,22.755423,5.356294,5.356294,5.356294,0.04043448787315308,0.02334486246564582,12.150000000000004,False,0.02334486244303724,0.02334486246564582,0.02334486246564571,-9.951440583524866e-13,-1.0270280272978432e-11,1.0270280272978432e-11
