config_key,dopants,defect_order,nmae_pct,max_abs_diff_over_mean,p999_abs_diff_over_mean,peak_distance_from_dopant,grid_pbe,grid_hse,interpolated,volume_pbe,volume_hse,nelect_pbe,nelect_hse,nelect_expected,nelect_rel_error,nelect_check,quality,max_displacement,hse_nsw,status,pbe_path,hse_path
single_defects_new-only/IV-A/Sn,Sn,single,0.7586173549703078,0.050820016015183024,0.04833191301125104,2.789295270027973,80x80x80,80x80x80,False,366.65198,366.65198,266.0,266.0,266.0,2.8853021479137127e-08,pass,clean,0.004824846868736235,40,ok,single_defects_new-only-GGA-PBE/IV-A/Sn/GGA-PBE,single_defects_new-only-HSE06/IV-A/Sn/hse06
single_defects_new-only/Transition-Metals/Ag,Ag,single,0.7905658764771247,0.06712649163311914,0.05611845605558871,3.2467903416785693,80x80x80,80x80x80,False,366.65198,366.65198,269.0,269.0,269.0,6.074517479856226e-08,pass,clean,0.0040808986072181815,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Ag/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Ag/hse06
single_defects_new-only/Transition-Metals/Cd,Cd,single,0.7511911675939835,0.0809914835541267,0.0492543238507308,4.294400999964564e-05,80x80x80,80x80x80,False,366.65198,366.65198,264.0,264.0,264.0,6.433731198974398e-08,pass,clean,0.0010179968929593017,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Cd/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Cd/hse06
single_defects_new-only/Transition-Metals/Cr,Cr,single,0.7769869320635125,0.10912943052306565,0.05007546583277846,0.4648825450046618,80x80x80,80x80x80,False,366.65198,366.65198,264.0,264.0,264.0,5.556514903411991e-08,pass,clean,0.0019349594546205402,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Cr/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Cr/hse06
single_defects_new-only/Transition-Metals/Cu,Cu,single,0.8089486905087862,0.2052970164023521,0.06528044442118787,0.0,80x80x80,80x80x80,False,366.65198,366.65198,269.0,269.0,269.0,8.30742550834525e-08,pass,clean,0.004132757740343751,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Cu/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Cu/hse06
single_defects_new-only/Transition-Metals/Fe,Fe,single,0.7823935428467501,0.14800776770243723,0.06754491348369115,0.4648825450046618,80x80x80,80x80x80,False,366.65198,366.65198,266.0,266.0,266.0,1.6532479485659793e-07,pass,clean,0.0027540302005371812,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Fe/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Fe/hse06
single_defects_new-only/Transition-Metals/Mo,Mo,single,0.772696287052742,0.07123439237576326,0.04918846931161408,0.4648825450046618,80x80x80,80x80x80,False,366.65198,366.65198,264.0,264.0,264.0,8.144991988611958e-08,pass,clean,0.0033812110366497903,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Mo/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Mo/hse06
single_defects_new-only/Transition-Metals/Ru,Ru,single,0.757420805747225,0.07956659341330696,0.04859307136002884,0.4648825450046618,80x80x80,80x80x80,False,366.65198,366.65198,266.0,266.0,266.0,4.6597347521066993e-08,pass,clean,3.640826881027294e-14,0,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Ru/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Ru/hse06
single_defects_new-only/Transition-Metals/Tc,Tc,single,0.9516219883270601,0.54226226992906,0.19744920666007001,0.5368001249999996,80x80x80,80x80x80,False,366.65198,366.65198,265.0,265.0,265.0,5.9009933054012266e-08,pass,clean,0.008797091292814908,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Tc/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Tc/hse06
single_defects_new-only/Transition-Metals/Ti,Ti,single,0.8008662588505088,0.10586687052892395,0.06638773859784518,0.309921696669775,80x80x80,80x80x80,False,366.65198,366.65198,262.0,262.0,262.0,9.067304562144384e-08,pass,clean,0.005154205291653737,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Ti/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Ti/hse06
single_defects_new-only/Transition-Metals/V,V,single,0.7934158853759973,0.149484528333195,0.07357775539217723,0.36888060253662724,80x80x80,80x80x80,False,366.65198,366.65198,263.0,263.0,263.0,8.330235399999443e-08,pass,clean,0.0025665461815770566,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/V/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/V/hse06
single_defects_new-only/Transition-Metals/Zr,Zr,single,0.0,0.0,0.0,6.198433933395495,80x80x80,80x80x80,False,366.65198,366.65198,264.0,264.0,264.0,3.859226958204751e-08,pass,clean,0.0,40,ok,single_defects_new-only-GGA-PBE/Transition-Metals/Zr/GGA-PBE,single_defects_new-only-HSE06/Transition-Metals/Zr/hse06
single_defects_new-only/VA/Bi,Bi,single,0.7841689219949921,0.07159958192019537,0.05216518135730354,2.377188980621691,80x80x80,80x80x80,False,366.65198,366.65198,267.0,267.0,267.0,2.2715656125975474e-08,pass,spin-suspect,0.008948000400058812,40,ok,single_defects_new-only-GGA-PBE/VA/Bi/GGA-PBE,single_defects_new-only-HSE06/VA/Bi/hse06
single_defects_new-only/VIA/Po,Po,single,0.7552739740015757,0.05048408991667839,0.048314559005800076,2.929265594073485,80x80x80,80x80x80,False,366.65198,366.65198,268.0,268.0,268.0,4.425267433423109e-08,pass,clean,0.0035519113574720234,40,ok,single_defects_new-only-GGA-PBE/VIA/Po/GGA-PBE,single_defects_new-only-HSE06/VIA/Po/hse06
triads_defects/B-N-S/C8-C53-C1-were_replaced/config1,BNS,triad,0.7779259805733213,0.07271652692413141,0.05364365407312325,1.713354657655129,80x80x80,80x80x80,False,366.65198,366.65198,258.0,258.0,258.0,1.0009476856667303e-07,pass,clean,3.6984302849104804e-14,0,ok,triads_defects/B-N-S/C8-C53-C1-were_replaced/config1/GGA-PBE,triads_defects/B-N-S/C8-C53-C1-were_replaced/config1/HSE06
triads_defects/B-N-S/C8-C53-C1-were_replaced/config2,BNS,triad,0.7799777437936112,0.07951727348399774,0.05568185319336997,4.883451595044376,80x80x80,80x80x80,False,366.65198,366.65198,258.0,258.0,258.0,9.368047434084777e-08,pass,spin-suspect,3.743901771316713e-14,0,ok,triads_defects/B-N-S/C8-C53-C1-were_replaced/config2/GGA-PBE,triads_defects/B-N-S/C8-C53-C1-were_replaced/config2/HSE06
triads_defects/B-N-S/C8-C53-C1-were_replaced/config3,BNS,triad,0.7660610662189169,0.06422737238716628,0.05020820902870334,0.29306549711316326,80x80x80,80x80x80,False,366.65198,366.65198,258.0,258.0,258.0,7.811307985624201e-08,pass,clean,3.7381118289434525e-14,0,ok,triads_defects/B-N-S/C8-C53-C1-were_replaced/config3/GGA-PBE,triads_defects/B-N-S/C8-C53-C1-were_replaced/config3/HSE06
triads_defects/B-N-S/C8-C55-C1-were_replaced/config1,BNS,triad,0.7779259805733213,0.07271652692413141,0.05364365407312325,1.713354657655129,80x80x80,80x80x80,False,366.65198,366.65198,258.0,258.0,258.0,1.0009476856667303e-07,pass,clean,3.6984302849104804e-14,0,ok,triads_defects/B-N-S/C8-C55-C1-were_replaced/config1/GGA-PBE,triads_defects/B-N-S/C8-C55-C1-were_replaced/config1/HSE06
triads_defects/B-N-S/C8-C55-C1-were_replaced/config2,BNS,triad,0.7799777437936112,0.07951727348399774,0.05568185319336997,4.883451595044376,80x80x80,80x80x80,False,366.65198,366.65198,258.0,258.0,258.0,9.368047434084777e-08,pass,spin-suspect,3.743901771316713e-14,0,ok,triads_defects/B-N-S/C8-C55-C1-were_replaced/config2/GGA-PBE,triads_defects/B-N-S/C8-C55-C1-were_replaced/config2/HSE06
triads_defects/B-N-S/C8-C55-C1-were_replaced/config3,BNS,triad,0.7660610662189169,0.06422737238716628,0.05020820902870334,0.29306549711316326,80x80x80,80x80x80,False,366.65198,366.65198,258.0,258.0,258.0,7.811307985624201e-08,pass,clean,3.7381118289434525e-14,0,ok,triads_defects/B-N-S/C8-C55-C1-were_replaced/config3/GGA-PBE,triads_defects/B-N-S/C8-C55-C1-were_replaced/config3/HSE06
triads_defects/H-B-Si/C8-C53-C1-were_replaced/config1,BHSi,triad,0.7724431798682034,0.07115990612351912,0.05099403100407876,1.333452700211485,80x80x80,80x80x80,False,366.65198,366.65198,252.0,252.0,252.0,8.227487268547361e-08,pass,clean,3.900340444203809e-14,0,ok,triads_defects/H-B-Si/C8-C53-C1-were_replaced/config1/GGA-PBE,triads_defects/H-B-Si/C8-C53-C1-were_replaced/config1/HSE06
triads_defects/H-B-Si/C8-C53-C1-were_replaced/config2,BHSi,triad,0.7816122838001232,0.11682101237891074,0.05408856078998615,1.9359640840291792,80x80x80,80x80x80,False,366.65198,366.65198,252.0,252.0,252.0,4.106974727850655e-08,pass,spin-suspect,3.7288098735419946e-14,0,ok,triads_defects/H-B-Si/C8-C53-C1-were_replaced/config2/GGA-PBE,triads_defects/H-B-Si/C8-C53-C1-were_replaced/config2/HSE06
triads_defects/H-B-Si/C8-C53-C1-were_replaced/config3,BHSi,triad,0.8157276842533602,0.19886469513168273,0.08893076724725518,4.575003190350875,80x80x80,80x80x80,False,366.65198,366.65198,252.0,252.0,252.0,7.505064066511598e-08,pass,clean,3.765879839250725e-14,0,ok,triads_defects/H-B-Si/C8-C53-C1-were_replaced/config3/GGA-PBE,triads_defects/H-B-Si/C8-C53-C1-were_replaced/config3/HSE06
triads_defects/H-B-Si/C8-C55-C1-were_replaced/config1,BHSi,triad,0.7992185160231713,0.16849429992146026,0.0808746431726196,1.6951638065912498,80x80x80,80x80x80,False,366.65198,366.65198,252.0,252.0,252.0,5.2722951422657347e-08,pass,clean,4.040878969478884e-14,0,ok,triads_defects/H-B-Si/C8-C55-C1-were_replaced/config1/GGA-PBE,triads_defects/H-B-Si/C8-C55-C1-were_replaced/config1/HSE06
triads_defects/H-B-Si/C8-C55-C1-were_replaced/config2,BHSi,triad,0.8216607841551298,0.22726447652241646,0.0775020672348639,4.228850097125007,80x80x80,80x80x80,False,366.65198,366.65198,252.0,252.0,252.0,6.475746753646187e-08,pass,clean,3.858633078019495e-14,0,ok,triads_defects/H-B-Si/C8-C55-C1-were_replaced/config2/GGA-PBE,triads_defects/H-B-Si/C8-C55-C1-were_replaced/config2/HSE06
triads_defects/H-B-Si/C8-C55-C1-were_replaced/config3,BHSi,triad,0.8250038913339047,0.2658926048176725,0.07726205184765422,4.860921824540112,80x80x80,80x80x80,False,366.65198,366.65198,252.0,252.0,252.0,7.087330623613121e-08,pass,clean,4.1539525760412305e-14,0,ok,triads_defects/H-B-Si/C8-C55-C1-were_replaced/config3/GGA-PBE,triads_defects/H-B-Si/C8-C55-C1-were_replaced/config3/HSE06
